"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"13.12.2016 13:45 - 13.12.2016 14:00","69020","70944"
"13.12.2016 14:00 - 13.12.2016 14:15","68730","70517"
"13.12.2016 14:15 - 13.12.2016 14:30","68475","70637"
"13.12.2016 14:30 - 13.12.2016 14:45","68467","70408"
"13.12.2016 14:45 - 13.12.2016 15:00","68371","69956"
"13.12.2016 15:00 - 13.12.2016 15:15","68099","70090"
"13.12.2016 15:15 - 13.12.2016 15:30","68147","70443"
"13.12.2016 15:30 - 13.12.2016 15:45","68223","70179"
"13.12.2016 15:45 - 13.12.2016 16:00","68107","70048"
"13.12.2016 16:00 - 13.12.2016 16:15","68463","70789"
"13.12.2016 16:15 - 13.12.2016 16:30","68651","71334"
"13.12.2016 16:30 - 13.12.2016 16:45","69077","72391"
"13.12.2016 16:45 - 13.12.2016 17:00","70593","72995"
"13.12.2016 17:00 - 13.12.2016 17:15","71659","73690"
"13.12.2016 17:15 - 13.12.2016 17:30","71697","73755"
"13.12.2016 17:30 - 13.12.2016 17:45","71767","73759"
"13.12.2016 17:45 - 13.12.2016 18:00","71535","73378"
"13.12.2016 18:00 - 13.12.2016 18:15","71258","72647"
"13.12.2016 18:15 - 13.12.2016 18:30","71174","72253"
"13.12.2016 18:30 - 13.12.2016 18:45","70805","71988"
"13.12.2016 18:45 - 13.12.2016 19:00","70737","71773"
"13.12.2016 19:00 - 13.12.2016 19:15","70174","71748"
"13.12.2016 19:15 - 13.12.2016 19:30","69690","71255"
"13.12.2016 19:30 - 13.12.2016 19:45","69209","70764"
"13.12.2016 19:45 - 13.12.2016 20:00","68476","70024"
"13.12.2016 20:00 - 13.12.2016 20:15","67489","68716"
"13.12.2016 20:15 - 13.12.2016 20:30","66003","67422"
"13.12.2016 20:30 - 13.12.2016 20:45","65037","66344"
"13.12.2016 20:45 - 13.12.2016 21:00","64357","65131"
"13.12.2016 21:00 - 13.12.2016 21:15","63357","64298"
"13.12.2016 21:15 - 13.12.2016 21:30","62869","63747"
"13.12.2016 21:30 - 13.12.2016 21:45","62215","62584"
"13.12.2016 21:45 - 13.12.2016 22:00","61433","61676"
"13.12.2016 22:00 - 13.12.2016 22:15","61346","61637"
"13.12.2016 22:15 - 13.12.2016 22:30","60704","60818"
"13.12.2016 22:30 - 13.12.2016 22:45","59533","59555"
"13.12.2016 22:45 - 13.12.2016 23:00","57904","58269"
"13.12.2016 23:00 - 13.12.2016 23:15","56361","56795"
"13.12.2016 23:15 - 13.12.2016 23:30","55501","56060"
"13.12.2016 23:30 - 13.12.2016 23:45","54499","54651"
"13.12.2016 23:45 - 14.12.2016 00:00","53550","53833"
"14.12.2016 00:00 - 14.12.2016 00:15","51447","52178"
"14.12.2016 00:15 - 14.12.2016 00:30","50784","51427"
"14.12.2016 00:30 - 14.12.2016 00:45","50059","50985"
"14.12.2016 00:45 - 14.12.2016 01:00","49538","50347"
"14.12.2016 01:00 - 14.12.2016 01:15","49073","49415"
"14.12.2016 01:15 - 14.12.2016 01:30","48648","48947"
"14.12.2016 01:30 - 14.12.2016 01:45","48289","48946"
"14.12.2016 01:45 - 14.12.2016 02:00","47979","48735"
"14.12.2016 02:00 - 14.12.2016 02:15","47635","48096"
"14.12.2016 02:15 - 14.12.2016 02:30","47469","47819"
"14.12.2016 02:30 - 14.12.2016 02:45","47408","47902"
"14.12.2016 02:45 - 14.12.2016 03:00","47647","47871"
"14.12.2016 03:00 - 14.12.2016 03:15","47638","48047"
"14.12.2016 03:15 - 14.12.2016 03:30","47675","48111"
"14.12.2016 03:30 - 14.12.2016 03:45","47842","48301"
"14.12.2016 03:45 - 14.12.2016 04:00","47960","48485"
"14.12.2016 04:00 - 14.12.2016 04:15","48521","49011"
"14.12.2016 04:15 - 14.12.2016 04:30","48834","49426"
"14.12.2016 04:30 - 14.12.2016 04:45","49104","49943"
"14.12.2016 04:45 - 14.12.2016 05:00","49723","50577"
"14.12.2016 05:00 - 14.12.2016 05:15","50811","51972"
"14.12.2016 05:15 - 14.12.2016 05:30","51319","52710"
"14.12.2016 05:30 - 14.12.2016 05:45","52378","53609"
"14.12.2016 05:45 - 14.12.2016 06:00","53507","55019"
"14.12.2016 06:00 - 14.12.2016 06:15","56076","58148"
"14.12.2016 06:15 - 14.12.2016 06:30","58807","60353"
"14.12.2016 06:30 - 14.12.2016 06:45","60722","62562"
"14.12.2016 06:45 - 14.12.2016 07:00","62591","64340"
"14.12.2016 07:00 - 14.12.2016 07:15","64514","67042"
"14.12.2016 07:15 - 14.12.2016 07:30","66034","68486"
"14.12.2016 07:30 - 14.12.2016 07:45","67300","69754"
"14.12.2016 07:45 - 14.12.2016 08:00","68109","70739"
"14.12.2016 08:00 - 14.12.2016 08:15","68601","71393"
"14.12.2016 08:15 - 14.12.2016 08:30","68592","71550"
"14.12.2016 08:30 - 14.12.2016 08:45","68749","71635"
"14.12.2016 08:45 - 14.12.2016 09:00","68656","71154"
"14.12.2016 09:00 - 14.12.2016 09:15","68269","70837"
"14.12.2016 09:15 - 14.12.2016 09:30","68321","70982"
"14.12.2016 09:30 - 14.12.2016 09:45","68423","71498"
"14.12.2016 09:45 - 14.12.2016 10:00","68808","71936"
"14.12.2016 10:00 - 14.12.2016 10:15","68730","72152"
"14.12.2016 10:15 - 14.12.2016 10:30","69171","72385"
"14.12.2016 10:30 - 14.12.2016 10:45","69424","72430"
"14.12.2016 10:45 - 14.12.2016 11:00","69524","72692"
"14.12.2016 11:00 - 14.12.2016 11:15","69708","72712"
"14.12.2016 11:15 - 14.12.2016 11:30","70023","72831"
"14.12.2016 11:30 - 14.12.2016 11:45","70092","72730"
"14.12.2016 11:45 - 14.12.2016 12:00","69977","72853"
"14.12.2016 12:00 - 14.12.2016 12:15","69647","72322"
"14.12.2016 12:15 - 14.12.2016 12:30","69477","72185"
"14.12.2016 12:30 - 14.12.2016 12:45","69167","71953"
"14.12.2016 12:45 - 14.12.2016 13:00","69114","71830"
"14.12.2016 13:00 - 14.12.2016 13:15","69214","71938"
"14.12.2016 13:15 - 14.12.2016 13:30","69046","71855"
"14.12.2016 13:30 - 14.12.2016 13:45","68651","71189"
"14.12.2016 13:45 - 14.12.2016 14:00","68100","70710"
"14.12.2016 14:00 - 14.12.2016 14:15","67702","70554"
"14.12.2016 14:15 - 14.12.2016 14:30","67531","70299"
"14.12.2016 14:30 - 14.12.2016 14:45","67643","70090"
"14.12.2016 14:45 - 14.12.2016 15:00","67275","69677"
"14.12.2016 15:00 - 14.12.2016 15:15","67080","69850"
"14.12.2016 15:15 - 14.12.2016 15:30","67055","69805"
"14.12.2016 15:30 - 14.12.2016 15:45","67108","69481"
"14.12.2016 15:45 - 14.12.2016 16:00","67071","69401"
"14.12.2016 16:00 - 14.12.2016 16:15","67445","69816"
"14.12.2016 16:15 - 14.12.2016 16:30","67351","70400"
"14.12.2016 16:30 - 14.12.2016 16:45","67741","71112"
"14.12.2016 16:45 - 14.12.2016 17:00","69343","71949"
"14.12.2016 17:00 - 14.12.2016 17:15","70197","72656"
"14.12.2016 17:15 - 14.12.2016 17:30","70446","72893"
"14.12.2016 17:30 - 14.12.2016 17:45","70644","72902"
"14.12.2016 17:45 - 14.12.2016 18:00","70515","73010"
"14.12.2016 18:00 - 14.12.2016 18:15","70076","72583"
"14.12.2016 18:15 - 14.12.2016 18:30","70063","72037"
"14.12.2016 18:30 - 14.12.2016 18:45","69922","72119"
"14.12.2016 18:45 - 14.12.2016 19:00","69787","72118"
"14.12.2016 19:00 - 14.12.2016 19:15","69314","71605"
"14.12.2016 19:15 - 14.12.2016 19:30","68549","71012"
"14.12.2016 19:30 - 14.12.2016 19:45","68033","70235"
"14.12.2016 19:45 - 14.12.2016 20:00","67455","69959"
"14.12.2016 20:00 - 14.12.2016 20:15","66200","68077"
"14.12.2016 20:15 - 14.12.2016 20:30","64887","66989"
"14.12.2016 20:30 - 14.12.2016 20:45","63895","65597"
"14.12.2016 20:45 - 14.12.2016 21:00","63112","64586"
"14.12.2016 21:00 - 14.12.2016 21:15","62399","63748"
"14.12.2016 21:15 - 14.12.2016 21:30","61848","63228"
"14.12.2016 21:30 - 14.12.2016 21:45","61379","62233"
"14.12.2016 21:45 - 14.12.2016 22:00","60639","61558"
"14.12.2016 22:00 - 14.12.2016 22:15","60331","61097"
"14.12.2016 22:15 - 14.12.2016 22:30","59798","60494"
"14.12.2016 22:30 - 14.12.2016 22:45","58548","59280"
"14.12.2016 22:45 - 14.12.2016 23:00","57231","58287"
"14.12.2016 23:00 - 14.12.2016 23:15","55640","56938"
"14.12.2016 23:15 - 14.12.2016 23:30","54414","56201"
"14.12.2016 23:30 - 14.12.2016 23:45","53594","55118"
"14.12.2016 23:45 - 15.12.2016 00:00","52623","54338"
"15.12.2016 00:00 - 15.12.2016 00:15","51855","52576"
"15.12.2016 00:15 - 15.12.2016 00:30","51101","52042"
"15.12.2016 00:30 - 15.12.2016 00:45","50337","51458"
"15.12.2016 00:45 - 15.12.2016 01:00","49863","50753"
"15.12.2016 01:00 - 15.12.2016 01:15","49325","50241"
"15.12.2016 01:15 - 15.12.2016 01:30","48919","49751"
"15.12.2016 01:30 - 15.12.2016 01:45","48522","49599"
"15.12.2016 01:45 - 15.12.2016 02:00","48284","49433"
"15.12.2016 02:00 - 15.12.2016 02:15","48050","48933"
"15.12.2016 02:15 - 15.12.2016 02:30","47866","48643"
"15.12.2016 02:30 - 15.12.2016 02:45","47786","48707"
"15.12.2016 02:45 - 15.12.2016 03:00","47878","48677"
"15.12.2016 03:00 - 15.12.2016 03:15","48073","48766"
"15.12.2016 03:15 - 15.12.2016 03:30","47926","48912"
"15.12.2016 03:30 - 15.12.2016 03:45","48012","49089"
"15.12.2016 03:45 - 15.12.2016 04:00","48178","49472"
"15.12.2016 04:00 - 15.12.2016 04:15","48602","50047"
"15.12.2016 04:15 - 15.12.2016 04:30","49136","50194"
"15.12.2016 04:30 - 15.12.2016 04:45","49296","50815"
"15.12.2016 04:45 - 15.12.2016 05:00","49811","51308"
"15.12.2016 05:00 - 15.12.2016 05:15","50771","52544"
"15.12.2016 05:15 - 15.12.2016 05:30","51304","53150"
"15.12.2016 05:30 - 15.12.2016 05:45","52323","54167"
"15.12.2016 05:45 - 15.12.2016 06:00","53545","55369"
"15.12.2016 06:00 - 15.12.2016 06:15","56031","57880"
"15.12.2016 06:15 - 15.12.2016 06:30","58529","60566"
"15.12.2016 06:30 - 15.12.2016 06:45","60607","62708"
"15.12.2016 06:45 - 15.12.2016 07:00","62650","64675"
"15.12.2016 07:00 - 15.12.2016 07:15","64477","67024"
"15.12.2016 07:15 - 15.12.2016 07:30","65662","68526"
"15.12.2016 07:30 - 15.12.2016 07:45","67094","69889"
"15.12.2016 07:45 - 15.12.2016 08:00","67699","70673"
"15.12.2016 08:00 - 15.12.2016 08:15","68382","71275"
"15.12.2016 08:15 - 15.12.2016 08:30","68436","71358"
"15.12.2016 08:30 - 15.12.2016 08:45","68409","71563"
"15.12.2016 08:45 - 15.12.2016 09:00","68201","71487"
"15.12.2016 09:00 - 15.12.2016 09:15","67886","70984"
"15.12.2016 09:15 - 15.12.2016 09:30","67889","71240"
"15.12.2016 09:30 - 15.12.2016 09:45","68121","71386"
"15.12.2016 09:45 - 15.12.2016 10:00","68503","71364"
"15.12.2016 10:00 - 15.12.2016 10:15","68720","71846"
"15.12.2016 10:15 - 15.12.2016 10:30","68772","72119"
"15.12.2016 10:30 - 15.12.2016 10:45","68863","72407"
"15.12.2016 10:45 - 15.12.2016 11:00","68975","72863"
"15.12.2016 11:00 - 15.12.2016 11:15","69178","72951"
"15.12.2016 11:15 - 15.12.2016 11:30","69324","73248"
"15.12.2016 11:30 - 15.12.2016 11:45","69510","73400"
"15.12.2016 11:45 - 15.12.2016 12:00","69533","73175"
"15.12.2016 12:00 - 15.12.2016 12:15","68734","72554"
"15.12.2016 12:15 - 15.12.2016 12:30","68596","72157"
"15.12.2016 12:30 - 15.12.2016 12:45","68415","71953"
"15.12.2016 12:45 - 15.12.2016 13:00","68608","72031"
"15.12.2016 13:00 - 15.12.2016 13:15","68558","72214"
"15.12.2016 13:15 - 15.12.2016 13:30","68308","71829"
"15.12.2016 13:30 - 15.12.2016 13:45","67974","71364"
"15.12.2016 13:45 - 15.12.2016 14:00","67464","70909"
"15.12.2016 14:00 - 15.12.2016 14:15","67295","70495"
"15.12.2016 14:15 - 15.12.2016 14:30","66978","70592"
"15.12.2016 14:30 - 15.12.2016 14:45","67074","70477"
"15.12.2016 14:45 - 15.12.2016 15:00","66931","70239"
"15.12.2016 15:00 - 15.12.2016 15:15","66337","70523"
"15.12.2016 15:15 - 15.12.2016 15:30","66621","70254"
"15.12.2016 15:30 - 15.12.2016 15:45","66736","70222"
"15.12.2016 15:45 - 15.12.2016 16:00","66681","70134"
"15.12.2016 16:00 - 15.12.2016 16:15","67364","70642"
"15.12.2016 16:15 - 15.12.2016 16:30","67319","71234"
"15.12.2016 16:30 - 15.12.2016 16:45","67430","71991"
"15.12.2016 16:45 - 15.12.2016 17:00","69491","72685"
"15.12.2016 17:00 - 15.12.2016 17:15","70389","73325"
"15.12.2016 17:15 - 15.12.2016 17:30","70473","73285"
"15.12.2016 17:30 - 15.12.2016 17:45","70673","73468"
"15.12.2016 17:45 - 15.12.2016 18:00","70337","73510"
"15.12.2016 18:00 - 15.12.2016 18:15","69902","73105"
"15.12.2016 18:15 - 15.12.2016 18:30","69762","72778"
"15.12.2016 18:30 - 15.12.2016 18:45","69441","72559"
"15.12.2016 18:45 - 15.12.2016 19:00","69482","72403"
"15.12.2016 19:00 - 15.12.2016 19:15","68989","72011"
"15.12.2016 19:15 - 15.12.2016 19:30","68201","71456"
"15.12.2016 19:30 - 15.12.2016 19:45","67706","70869"
"15.12.2016 19:45 - 15.12.2016 20:00","67127","70166"
"15.12.2016 20:00 - 15.12.2016 20:15","66115","68665"
"15.12.2016 20:15 - 15.12.2016 20:30","64675","67669"
"15.12.2016 20:30 - 15.12.2016 20:45","63609","66532"
"15.12.2016 20:45 - 15.12.2016 21:00","62739","65459"
"15.12.2016 21:00 - 15.12.2016 21:15","61553","64481"
"15.12.2016 21:15 - 15.12.2016 21:30","61170","64077"
"15.12.2016 21:30 - 15.12.2016 21:45","60826","63212"
"15.12.2016 21:45 - 15.12.2016 22:00","60058","62580"
"15.12.2016 22:00 - 15.12.2016 22:15","59984","61972"
"15.12.2016 22:15 - 15.12.2016 22:30","59328","61463"
"15.12.2016 22:30 - 15.12.2016 22:45","58084","59703"
"15.12.2016 22:45 - 15.12.2016 23:00","56593","58545"
"15.12.2016 23:00 - 15.12.2016 23:15","55305","57148"
"15.12.2016 23:15 - 15.12.2016 23:30","54373","56183"
"15.12.2016 23:30 - 15.12.2016 23:45","53271","55311"
"15.12.2016 23:45 - 16.12.2016 00:00","52236","54408"
"16.12.2016 00:00 - 16.12.2016 00:15","51469","53574"
"16.12.2016 00:15 - 16.12.2016 00:30","50956","52922"
"16.12.2016 00:30 - 16.12.2016 00:45","50206","52401"
"16.12.2016 00:45 - 16.12.2016 01:00","49580","51547"
"16.12.2016 01:00 - 16.12.2016 01:15","49008","50970"
"16.12.2016 01:15 - 16.12.2016 01:30","48430","50546"
"16.12.2016 01:30 - 16.12.2016 01:45","48219","50092"
"16.12.2016 01:45 - 16.12.2016 02:00","47999","49872"
"16.12.2016 02:00 - 16.12.2016 02:15","47571","49695"
"16.12.2016 02:15 - 16.12.2016 02:30","47473","49441"
"16.12.2016 02:30 - 16.12.2016 02:45","47494","49530"
"16.12.2016 02:45 - 16.12.2016 03:00","47524","49561"
"16.12.2016 03:00 - 16.12.2016 03:15","47607","49598"
"16.12.2016 03:15 - 16.12.2016 03:30","47588","49799"
"16.12.2016 03:30 - 16.12.2016 03:45","47782","50047"
"16.12.2016 03:45 - 16.12.2016 04:00","47871","50069"
"16.12.2016 04:00 - 16.12.2016 04:15","48422","50483"
"16.12.2016 04:15 - 16.12.2016 04:30","48798","51122"
"16.12.2016 04:30 - 16.12.2016 04:45","49140","51428"
"16.12.2016 04:45 - 16.12.2016 05:00","49679","51758"
"16.12.2016 05:00 - 16.12.2016 05:15","50739","52734"
"16.12.2016 05:15 - 16.12.2016 05:30","51188","53369"
"16.12.2016 05:30 - 16.12.2016 05:45","52280","54157"
"16.12.2016 05:45 - 16.12.2016 06:00","53452","55169"
"16.12.2016 06:00 - 16.12.2016 06:15","56004","57739"
"16.12.2016 06:15 - 16.12.2016 06:30","58469","60429"
"16.12.2016 06:30 - 16.12.2016 06:45","60346","62629"
"16.12.2016 06:45 - 16.12.2016 07:00","62135","64384"
"16.12.2016 07:00 - 16.12.2016 07:15","64203","66747"
"16.12.2016 07:15 - 16.12.2016 07:30","64947","68261"
"16.12.2016 07:30 - 16.12.2016 07:45","66285","69651"
"16.12.2016 07:45 - 16.12.2016 08:00","66906","70521"
"16.12.2016 08:00 - 16.12.2016 08:15","67753","71436"
"16.12.2016 08:15 - 16.12.2016 08:30","67967","71757"
"16.12.2016 08:30 - 16.12.2016 08:45","67935","71808"
"16.12.2016 08:45 - 16.12.2016 09:00","67938","71817"
"16.12.2016 09:00 - 16.12.2016 09:15","67823","71545"
"16.12.2016 09:15 - 16.12.2016 09:30","67806","71555"
"16.12.2016 09:30 - 16.12.2016 09:45","68102","71721"
"16.12.2016 09:45 - 16.12.2016 10:00","68352","71634"
"16.12.2016 10:00 - 16.12.2016 10:15","68574","71376"
"16.12.2016 10:15 - 16.12.2016 10:30","68794","71279"
"16.12.2016 10:30 - 16.12.2016 10:45","68766","71629"
"16.12.2016 10:45 - 16.12.2016 11:00","69099","71702"
"16.12.2016 11:00 - 16.12.2016 11:15","69234","71645"
"16.12.2016 11:15 - 16.12.2016 11:30","69347","71715"
"16.12.2016 11:30 - 16.12.2016 11:45","69437","71831"
"16.12.2016 11:45 - 16.12.2016 12:00","69623","71286"
"16.12.2016 12:00 - 16.12.2016 12:15","68757","70627"
"16.12.2016 12:15 - 16.12.2016 12:30","68849","70507"
"16.12.2016 12:30 - 16.12.2016 12:45","68154","70258"
"16.12.2016 12:45 - 16.12.2016 13:00","68156","70134"
"16.12.2016 13:00 - 16.12.2016 13:15","67906","69904"
"16.12.2016 13:15 - 16.12.2016 13:30","67435","69430"
"16.12.2016 13:30 - 16.12.2016 13:45","67248","68842"
"16.12.2016 13:45 - 16.12.2016 14:00","66785","68070"
"16.12.2016 14:00 - 16.12.2016 14:15","66147","67810"
"16.12.2016 14:15 - 16.12.2016 14:30","65973","67488"
"16.12.2016 14:30 - 16.12.2016 14:45","65971","67390"
"16.12.2016 14:45 - 16.12.2016 15:00","65629","67199"
"16.12.2016 15:00 - 16.12.2016 15:15","65007","66867"
"16.12.2016 15:15 - 16.12.2016 15:30","65466","66619"
"16.12.2016 15:30 - 16.12.2016 15:45","65571","66619"
"16.12.2016 15:45 - 16.12.2016 16:00","65235","66507"
"16.12.2016 16:00 - 16.12.2016 16:15","65869","67187"
"16.12.2016 16:15 - 16.12.2016 16:30","65722","67803"
"16.12.2016 16:30 - 16.12.2016 16:45","65655","68863"
"16.12.2016 16:45 - 16.12.2016 17:00","67841","69770"
"16.12.2016 17:00 - 16.12.2016 17:15","68645","70468"
"16.12.2016 17:15 - 16.12.2016 17:30","68868","70698"
"16.12.2016 17:30 - 16.12.2016 17:45","69056","70748"
"16.12.2016 17:45 - 16.12.2016 18:00","68898","70245"
"16.12.2016 18:00 - 16.12.2016 18:15","68503","69835"
"16.12.2016 18:15 - 16.12.2016 18:30","67992","69487"
"16.12.2016 18:30 - 16.12.2016 18:45","67653","69288"
"16.12.2016 18:45 - 16.12.2016 19:00","67620","69000"
"16.12.2016 19:00 - 16.12.2016 19:15","67101","68470"
"16.12.2016 19:15 - 16.12.2016 19:30","66200","68012"
"16.12.2016 19:30 - 16.12.2016 19:45","65672","67244"
"16.12.2016 19:45 - 16.12.2016 20:00","64967","66180"
"16.12.2016 20:00 - 16.12.2016 20:15","63803","65152"
"16.12.2016 20:15 - 16.12.2016 20:30","62528","64085"
"16.12.2016 20:30 - 16.12.2016 20:45","61351","62742"
"16.12.2016 20:45 - 16.12.2016 21:00","60634","61967"
"16.12.2016 21:00 - 16.12.2016 21:15","59469","60824"
"16.12.2016 21:15 - 16.12.2016 21:30","58940","60371"
"16.12.2016 21:30 - 16.12.2016 21:45","58641","59663"
"16.12.2016 21:45 - 16.12.2016 22:00","57949","58949"
"16.12.2016 22:00 - 16.12.2016 22:15","57876","59096"
"16.12.2016 22:15 - 16.12.2016 22:30","57349","58325"
"16.12.2016 22:30 - 16.12.2016 22:45","56334","57427"
"16.12.2016 22:45 - 16.12.2016 23:00","55125","56722"
"16.12.2016 23:00 - 16.12.2016 23:15","53885","55716"
"16.12.2016 23:15 - 16.12.2016 23:30","52759","54672"
"16.12.2016 23:30 - 16.12.2016 23:45","51665","53645"
"16.12.2016 23:45 - 17.12.2016 00:00","50682","53218"
"17.12.2016 00:00 - 17.12.2016 00:15","49858","52136"
"17.12.2016 00:15 - 17.12.2016 00:30","49162","51293"
"17.12.2016 00:30 - 17.12.2016 00:45","48376","50627"
"17.12.2016 00:45 - 17.12.2016 01:00","47847","49984"
"17.12.2016 01:00 - 17.12.2016 01:15","47279","49370"
"17.12.2016 01:15 - 17.12.2016 01:30","46760","48987"
"17.12.2016 01:30 - 17.12.2016 01:45","46446","48578"
"17.12.2016 01:45 - 17.12.2016 02:00","46138","48266"
"17.12.2016 02:00 - 17.12.2016 02:15","45869","47709"
"17.12.2016 02:15 - 17.12.2016 02:30","45673","47395"
"17.12.2016 02:30 - 17.12.2016 02:45","45574","47391"
"17.12.2016 02:45 - 17.12.2016 03:00","45518","47264"
"17.12.2016 03:00 - 17.12.2016 03:15","45482","47514"
"17.12.2016 03:15 - 17.12.2016 03:30","45537","47457"
"17.12.2016 03:30 - 17.12.2016 03:45","45379","47368"
"17.12.2016 03:45 - 17.12.2016 04:00","45487","47396"
"17.12.2016 04:00 - 17.12.2016 04:15","45697","47407"
"17.12.2016 04:15 - 17.12.2016 04:30","45571","47500"
"17.12.2016 04:30 - 17.12.2016 04:45","45745","47318"
"17.12.2016 04:45 - 17.12.2016 05:00","46016","47444"
"17.12.2016 05:00 - 17.12.2016 05:15","46244","47308"
"17.12.2016 05:15 - 17.12.2016 05:30","45940","47186"
"17.12.2016 05:30 - 17.12.2016 05:45","46328","46903"
"17.12.2016 05:45 - 17.12.2016 06:00","46472","46967"
"17.12.2016 06:00 - 17.12.2016 06:15","46421","46896"
"17.12.2016 06:15 - 17.12.2016 06:30","47321","47292"
"17.12.2016 06:30 - 17.12.2016 06:45","47846","47944"
"17.12.2016 06:45 - 17.12.2016 07:00","48637","48910"
"17.12.2016 07:00 - 17.12.2016 07:15","49749","49607"
"17.12.2016 07:15 - 17.12.2016 07:30","50716","50565"
"17.12.2016 07:30 - 17.12.2016 07:45","51984","51858"
"17.12.2016 07:45 - 17.12.2016 08:00","52911","52776"
"17.12.2016 08:00 - 17.12.2016 08:15","53830","53825"
"17.12.2016 08:15 - 17.12.2016 08:30","54679","54229"
"17.12.2016 08:30 - 17.12.2016 08:45","55276","55379"
"17.12.2016 08:45 - 17.12.2016 09:00","55621","55812"
"17.12.2016 09:00 - 17.12.2016 09:15","56128","56582"
"17.12.2016 09:15 - 17.12.2016 09:30","56852","57430"
"17.12.2016 09:30 - 17.12.2016 09:45","57159","58321"
"17.12.2016 09:45 - 17.12.2016 10:00","57584","58819"
"17.12.2016 10:00 - 17.12.2016 10:15","58078","59173"
"17.12.2016 10:15 - 17.12.2016 10:30","58130","59287"
"17.12.2016 10:30 - 17.12.2016 10:45","58247","59641"
"17.12.2016 10:45 - 17.12.2016 11:00","58396","59769"
"17.12.2016 11:00 - 17.12.2016 11:15","58621","60008"
"17.12.2016 11:15 - 17.12.2016 11:30","58854","60517"
"17.12.2016 11:30 - 17.12.2016 11:45","59070","60675"
"17.12.2016 11:45 - 17.12.2016 12:00","58761","60488"
"17.12.2016 12:00 - 17.12.2016 12:15","58367","60190"
"17.12.2016 12:15 - 17.12.2016 12:30","58412","60205"
"17.12.2016 12:30 - 17.12.2016 12:45","57958","59840"
"17.12.2016 12:45 - 17.12.2016 13:00","57441","59311"
"17.12.2016 13:00 - 17.12.2016 13:15","56960","58888"
"17.12.2016 13:15 - 17.12.2016 13:30","56465","58523"
"17.12.2016 13:30 - 17.12.2016 13:45","56134","58275"
"17.12.2016 13:45 - 17.12.2016 14:00","55369","57733"
"17.12.2016 14:00 - 17.12.2016 14:15","54961","57464"
"17.12.2016 14:15 - 17.12.2016 14:30","54510","57026"
"17.12.2016 14:30 - 17.12.2016 14:45","54476","56893"
"17.12.2016 14:45 - 17.12.2016 15:00","54635","56595"
"17.12.2016 15:00 - 17.12.2016 15:15","54965","56479"
"17.12.2016 15:15 - 17.12.2016 15:30","54181","56659"
"17.12.2016 15:30 - 17.12.2016 15:45","54276","56850"
"17.12.2016 15:45 - 17.12.2016 16:00","54662","56945"
"17.12.2016 16:00 - 17.12.2016 16:15","55231","57300"
"17.12.2016 16:15 - 17.12.2016 16:30","55950","58203"
"17.12.2016 16:30 - 17.12.2016 16:45","56809","59341"
"17.12.2016 16:45 - 17.12.2016 17:00","57712","60326"
"17.12.2016 17:00 - 17.12.2016 17:15","58867","60940"
"17.12.2016 17:15 - 17.12.2016 17:30","59396","61315"
"17.12.2016 17:30 - 17.12.2016 17:45","59935","61710"
"17.12.2016 17:45 - 17.12.2016 18:00","59786","61881"
"17.12.2016 18:00 - 17.12.2016 18:15","59855","61673"
"17.12.2016 18:15 - 17.12.2016 18:30","59547","61561"
"17.12.2016 18:30 - 17.12.2016 18:45","59198","61364"
"17.12.2016 18:45 - 17.12.2016 19:00","58932","60981"
"17.12.2016 19:00 - 17.12.2016 19:15","58536","60677"
"17.12.2016 19:15 - 17.12.2016 19:30","58142","59900"
"17.12.2016 19:30 - 17.12.2016 19:45","57408","59504"
"17.12.2016 19:45 - 17.12.2016 20:00","56596","58857"
"17.12.2016 20:00 - 17.12.2016 20:15","55784","57662"
"17.12.2016 20:15 - 17.12.2016 20:30","54790","56141"
"17.12.2016 20:30 - 17.12.2016 20:45","53820","55007"
"17.12.2016 20:45 - 17.12.2016 21:00","53177","54307"
"17.12.2016 21:00 - 17.12.2016 21:15","52413","53584"
"17.12.2016 21:15 - 17.12.2016 21:30","52116","53299"
"17.12.2016 21:30 - 17.12.2016 21:45","51952","53062"
"17.12.2016 21:45 - 17.12.2016 22:00","51793","52796"
"17.12.2016 22:00 - 17.12.2016 22:15","52243","53607"
"17.12.2016 22:15 - 17.12.2016 22:30","51820","53102"
"17.12.2016 22:30 - 17.12.2016 22:45","51136","52350"
"17.12.2016 22:45 - 17.12.2016 23:00","50047","51445"
"17.12.2016 23:00 - 17.12.2016 23:15","48898","50634"
"17.12.2016 23:15 - 17.12.2016 23:30","48114","49961"
"17.12.2016 23:30 - 17.12.2016 23:45","47315","49103"
"17.12.2016 23:45 - 18.12.2016 00:00","46467","48443"
"18.12.2016 00:00 - 18.12.2016 00:15","45115","47309"
"18.12.2016 00:15 - 18.12.2016 00:30","44514","46627"
"18.12.2016 00:30 - 18.12.2016 00:45","43826","45814"
"18.12.2016 00:45 - 18.12.2016 01:00","43187","45330"
"18.12.2016 01:00 - 18.12.2016 01:15","42722","45007"
"18.12.2016 01:15 - 18.12.2016 01:30","42362","44219"
"18.12.2016 01:30 - 18.12.2016 01:45","41948","43951"
"18.12.2016 01:45 - 18.12.2016 02:00","41590","43545"
"18.12.2016 02:00 - 18.12.2016 02:15","41456","43083"
"18.12.2016 02:15 - 18.12.2016 02:30","41190","42767"
